,Country Code,Year,Country Name,Corruption Perception Index,IncomeGroup,region_USAID,region_WorldBank,Gni Growth (Annual %),Claims On Central Government (Annual Growth As % Of Broad Money),Claims On Private Sector (Annual Growth As % Of Broad Money),"Inflation, Gdp Deflator: Linked Series (Annual %)","Foreign Direct Investment, Net Inflows (% Of Gdp)",Broad Money Growth (Annual %),"Foreign Direct Investment, Net Outflows (% Of Gdp)","Intentional Homicides (Per 100,000 People)",Food Production Index (2004-2006 = 100),"Inflation, Consumer Prices (Annual %)",Net Barter Terms Of Trade Index (2000 = 100),Exports Of Goods And Services (% Of Gdp),Price Level Ratio Of Ppp Conversion Factor (Gdp) To Market Exchange Rate,Total Tax And Contribution Rate (% Of Profit),Bank Liquid Reserves To Bank Assets Ratio (%),Total Reserves (% Of Total External Debt),Gross Savings (% Of Gdp),Merchandise Exports To Low- And Middle-Income Economies Within Region (% Of Total Merchandise Exports),Merchandise Exports To Low- And Middle-Income Economies Outside Region (% Of Total Merchandise Exports),Domestic Private Health Expenditure (% Of Current Health Expenditure)
3472,RWA,2008,Rwanda,30.0,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,10.92681932,-15.14050985,29.14710424,14.49051545,1.9678484040000002,17.1474641,0.21796213,1.511885308,115.92,15.43821387,185.0941531,11.73321597,0.44403354700000003,37.1,9.249192816,82.81899653,13.76462114,56.68725269,5.334677307,26.75228691
3473,RWA,2009,Rwanda,33.0,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,6.2639127320000005,-0.8080081729999999,-4.198439314,7.142174084,2.084075155,3.945936367,0.5411168470000001,2.9519742489999996,135.39,12.94114721,167.8781465,11.08425588,0.454340831,34.7,22.8606246,91.69387849,12.37538311,61.64204727,4.735933867,24.99634552
3474,RWA,2010,Rwanda,40.0,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,7.294935203,3.933100027,10.93134193,3.2132545439999998,4.074888479,20.1783464,0.148368579,2.898597497,140.38,-0.258698197,196.14981719999997,11.30600433,0.45173442700000005,34.7,19.15501896,65.38446062,13.47693155,37.27617182,7.737220591,23.4724617
3475,RWA,2011,Rwanda,50.0,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,7.805068733,-25.233006500000002,38.38323576,7.215793231,1.723149729,40.47105913,0.12168922900000001,3.7892880460000002,150.5,3.096631027,184.8439875,12.95692857,0.46084663600000003,34.7,20.163316100000003,49.12546725,16.984295499999998,32.95969805,7.117267635,22.42123604
3476,RWA,2012,Rwanda,53.0,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,8.20518775,4.883085109,26.63274247,4.7577290969999995,3.3165856239999996,14.07083021,0.204337762,2.426616648,162.16,10.27296742,169.7629178,12.20038849,0.487126034,34.5,14.44261233,26.1595977,13.38361067,92.67514594,0.7367967990000001,20.06021309
3477,RWA,2013,Rwanda,53.0,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,4.221732214,-12.76929068,12.75005552,2.659581266,3.281597503,15.56254161,0.172017588,3.320526645,165.22,5.935586904,170.5086483,13.67906931,0.46841624299999995,33.0,11.00307871,28.26350548,16.14978352,94.05561307,0.34626053,21.4399147
3478,RWA,2014,Rwanda,49.0,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,5.68313354,12.97012553,18.54191554,4.743978932,3.801475219,18.97402478,0.04574953599999999,3.861551122,155.01,2.328308208,170.1610448,14.09652817,0.43567751,33.0,14.39459377,32.48010379,18.63143928,77.93341205,1.934375322,18.18150711
3479,RWA,2015,Rwanda,54.0,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,8.677756731,4.245370621,12.69234679,0.522948692,2.602182813,21.09944525,0.040235894,2.577168608,150.3,2.529055492,170.7828284,15.90755583,0.416213135,33.0,13.13047982,26.57903509,19.11933643,41.96189371,4.6507665760000005,17.04005241
3480,RWA,2016,Rwanda,54.0,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,5.858171842999999,-1.483826635,7.430353003,5.011647405,3.0489474010000004,-6.134423952000001,0.546779011,3.5863317169999998,140.61,7.18448152,178.2838889,15.561704500000001,0.395650062,33.0,11.35583984,23.46429087,19.11976759,38.94565754,3.4768270969999997,15.57545662
3481,RWA,2017,Rwanda,55.0,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,2.98943436,-1.4818207540000001,13.17045166,7.609967565,2.9191384719999998,9.036506165,0.16952776100000003,3.8438699560000003,140.73434,8.274372533,195.31843999999998,19.05113621,0.390997349,33.2,14.59327691,24.42838796,14.53575936,29.78596398,1.396604586,15.27005386
3482,RWA,2018,Rwanda,56.0,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,8.678795379,-4.792820436,12.63160662,-0.746564087,3.132129397,15.32547028,0.186587749,3.907021828,147.8951,-0.309533636,192.1257982,19.10126087,0.366077194,33.2,15.52477346,22.91537723,13.83870625,43.80495208,7.839360874,22.8668244
3483,RWA,2019,Rwanda,53.0,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,9.468308167,0.376453115,8.191193521,0.369892344,2.9983261619999997,5.479770518,0.254403621,4.57273342,146.91722,3.353342993,168.8482643,19.02497413,0.34576706799999996,33.2,12.5162821,31.48622907,14.52268718,39.05848309,8.528118953,24.58221097
3484,SRB,2005,Serbia,,Upper middle income,Europe and Eurasia (E&E),Europe & Central Asia,5.220891555,-10.46362604,52.91451905,14.66798912,6.8952671379999995,42.167503,1.102332782,1.598900479,100.0361,16.11998065,99.52910847,27.96497848,0.405204381,30.9,35.67413128,46.684670200000006,13.36032661,37.28365293,2.2513496159999997,33.76436234
3489,SRB,2006,Serbia,,Upper middle income,Europe and Eurasia (E&E),Europe & Central Asia,4.951365255,-16.63918091,18.46907885,12.35574483,7.545357084,38.68862652,1.033463282,1.705679903,100.0,11.724022999999999,104.19177359999999,29.44194008,0.42980134600000003,30.9,72.02355631,59.785991700000004,12.79279722,32.96976729,1.7270271830000001,36.80172729
3494,SRB,2007,Serbia,34.0,Upper middle income,Europe and Eurasia (E&E),Europe & Central Asia,5.693070465,-1.259612737,36.11102952,8.701873008,10.24575211,42.10935221,2.1786766980000003,1.878875387,97.59,6.3917064439999995,105.90885390000001,27.28982477,0.521041222,30.9,60.67675447,54.22887364,11.22050153,41.71147482,1.692594116,38.40029144
3499,SRB,2008,Serbia,34.0,Upper middle income,Europe and Eurasia (E&E),Europe & Central Asia,4.891808915,6.554036719,29.65331931,9.085207044,7.7705885210000005,9.667209135,0.629377075,1.545235955,101.08,12.41098678,103.0565699,28.44314007,0.562144213,29.2,41.03243295,37.6409506,9.153018109,42.77270062,2.551537279,37.92166138
3504,SRB,2009,Serbia,35.0,Upper middle income,Europe and Eurasia (E&E),Europe & Central Asia,-1.663089646,4.890068505,15.58762755,7.887694737,6.4859144870000005,21.5108466,0.10391086699999999,1.70668246,107.13,8.116950922000001,105.67755009999999,26.34777847,0.491717931,29.2,39.91718328,45.04084474,14.65519126,43.75185441,4.872217944,38.04427719
3509,SRB,2010,Serbia,35.0,Upper middle income,Europe and Eurasia (E&E),Europe & Central Asia,0.18576592600000003,5.811560428,25.58052439,5.728939647000001,4.048952251,12.87417275,0.46058109999999997,1.4458488459999999,102.12,6.1425536020000004,105.62007759999999,32.2556061,0.447839824,31.2,25.87272261,40.43957594,13.87116341,43.65587383,2.946338882,38.09905243
3514,SRB,2011,Serbia,33.0,Upper middle income,Europe and Eurasia (E&E),Europe & Central Asia,2.017308528,-2.653345156,6.38597107,8.909098766,10.00957894,10.26380083,0.628926993,1.506064251,105.21,11.13739763,104.4571438,33.00182218,0.49532154100000003,31.2,31.78020056,49.224441399999996,12.02437436,43.65956692,2.4067761919999997,38.06595612
3519,SRB,2012,Serbia,39.0,Upper middle income,Europe and Eurasia (E&E),Europe & Central Asia,-1.749550538,4.369433314,10.2498927,6.199338703,2.944728135,9.421204657,0.755521023,1.2415946279999999,94.79,7.330385896,103.406349,35.84480698,0.431748226,31.2,25.67303525,41.91642124,10.97650342,43.97348103,2.554127062,37.13337326
3524,SRB,2013,Serbia,,Upper middle income,Europe and Eurasia (E&E),Europe & Central Asia,2.1584343999999995,-2.814459145,-5.223157284,5.125443352,4.255253081,4.572909103,0.685690503,1.5921260169999998,102.0,7.694263629,102.8548555,39.85150588,0.461757866,31.2,30.40853103,42.5371284,13.96796352,37.54069637,2.148310247,39.46339798
3529,SRB,2014,Serbia,,Upper middle income,Europe and Eurasia (E&E),Europe & Central Asia,-1.53365066,4.29725489,0.49570672299999996,2.585378649,4.248715427,8.65296458,0.745223265,1.348574624,94.57,2.082447939,103.00138869999999,42.07752997,0.45022235,35.6,20.978731600000003,36.52220551,13.13423645,37.04918705,2.1910256230000003,41.1828804
3534,SRB,2015,Serbia,,Upper middle income,Europe and Eurasia (E&E),Europe & Central Asia,0.8989422490000001,5.3976553460000005,3.030421777,1.8322296759999999,5.912756684,7.189926384,0.868770562,1.171596403,89.05,1.39235822,107.12515060000001,45.27361076,0.374285979,36.6,23.30705905,36.24455301,16.28342172,35.2696461,2.652473283,41.90865707
3539,SRB,2016,Serbia,,Upper middle income,Europe and Eurasia (E&E),Europe & Central Asia,2.390111081,5.83891825,4.884481758,1.462956797,5.79668204,9.876351749,0.621168936,1.389208426,98.59,1.122313974,109.0197485,48.6154593,0.36584844299999997,36.7,20.94706981,36.39129536,16.20376596,35.63860185,2.619392036,42.13050461
3544,SRB,2017,Serbia,41.0,Upper middle income,Europe and Eurasia (E&E),Europe & Central Asia,0.898810619,0.5921774439999999,3.020331521,3.044031888,6.560716367,3.567219632,0.33885970600000004,1.064598115,108.14396,3.1310624860000003,106.56604399999999,50.54078791,0.380069186,36.7,20.85744659,34.67934661,15.47052383,33.67289464,2.521721308,43.12654877
3549,SRB,2018,Serbia,39.0,Upper middle income,Europe and Eurasia (E&E),Europe & Central Asia,6.034387074,-0.32859761,8.024504409,2.123567418,8.047654601,14.52157803,0.707750243,1.226890579,108.37308,1.959840763,104.3946181,50.77551078,0.41257893100000004,36.6,22.35176856,37.49202077,18.826350100000003,32.02288863,2.574364866,43.3770341
3554,SRB,2019,Serbia,39.0,Upper middle income,Europe and Eurasia (E&E),Europe & Central Asia,3.806969915,-4.682053524,6.780681531,2.46134336,8.329038968999999,8.353990441,0.52707319,1.335962755,111.32248,1.849229845,102.3264915,51.9468186,0.389822481,36.6,23.51193994,33.83745283,17.87143795,29.93708024,4.405555803,43.25046785
3559,SLE,2005,Sierra Leone,,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,4.402197611,-5.943673642,4.375440463,16.62996047,5.497242011,31.145425399999997,-0.457438701,1.753569,92.29,14.35231909,75.92458185,17.57306433,0.321804099,272.0,17.33860714,9.448347748,6.956541836,53.42874414,9.905099621,67.25585175
3561,SLE,2006,Sierra Leone,,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,4.558941323,10.51666711,4.143812993,12.32894219,3.1228456239999995,21.66054782,0.00536354,1.7326443930000002,115.89,12.10296456,73.85560883,16.86538448,0.342294285,272.0,9.661389441,12.03214891,5.508843954,23.082608999999998,5.515723107,69.45532990000001
3563,SLE,2007,Sierra Leone,21.0,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,15.548419099999998,-58.4044124,10.42419994,6.796332102999999,4.422993265,17.10933172,-0.051316314,2.2371958519999997,100.85,11.64997445,71.32230682,15.60358163,0.35321890799999994,235.2,9.414269283,39.2974352,11.51028087,22.5121014,17.61550207,73.21638489
3565,SLE,2008,Sierra Leone,19.0,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,8.232114958,18.81825158,13.62990201,9.993714381,2.119175784,26.53899631,-0.18075198399999998,2.99987006,108.21,8.204614927,67.28932961,13.51919175,0.381574841,235.2,11.69003418,34.73715435,10.60020708,18.7703204,23.34939239,75.80567169
3567,SLE,2009,Sierra Leone,22.0,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,4.21399946,0.220118096,20.8847715,7.781761918,4.500191915,34.52962529,-0.016924078999999998,2.518837477,133.44,7.4691666670000005,76.43656559,13.49976875,0.35943603799999996,235.2,13.48535439,47.26187976,7.822170699999999,38.01888199,6.323844361,70.13317108
3569,SLE,2010,Sierra Leone,24.0,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,-1.995044325,25.74224564,6.927879018,17.17711734,9.247545616,24.15489337,-0.001290581,2.540667831,149.97,7.193536131,76.03622663,16.79496682,0.35432418299999996,235.2,10.71180751,43.92222491,21.45539299,17.3802615,20.951186899999996,64.23143005
3571,SLE,2011,Sierra Leone,25.0,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,3.635932117,5.65791181,8.376564432,17.37417937,32.30119212,29.62799221,0.122313497,2.849203396,159.39,6.788194444,66.69647428,16.26669339,0.37261776799999996,32.4,9.068640507000001,41.80497389,0.95235043,12.84902725,24.39485089,70.17397308
3573,SLE,2012,Sierra Leone,31.0,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,20.69301865,4.690808422,1.66113981,12.04107803,19.00245529,21.98469044,0.064850454,1.683404876,164.28,6.588359616,60.08198844,32.90532706,0.40295173799999995,32.4,10.280224699999998,35.82573483,9.442461305,15.22546866,60.02077993,73.44578552
3575,SLE,2013,Sierra Leone,30.0,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,16.24687338,4.36481436,-0.308528252,6.925152931,8.732410791,10.67631605,0.157052515,2.535557674,172.94,5.51827137,62.14501158,28.62675705,0.410428257,31.0,13.38192848,38.16134429,-12.88073351,11.49787223,76.46060763,63.18403625
3577,SLE,2014,Sierra Leone,31.0,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,2.9845754839999996,15.52550049,2.480064205,1.797312491,7.479119148,23.91545291,0.118162887,2.503161845,175.26,4.645462047,50.76790786,30.76003938,0.399799211,31.0,18.59152771,42.10531206,15.1225696,10.11992173,71.60293204,40.23536301
3579,SLE,2015,Sierra Leone,29.0,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,-20.04803533,14.41412986,0.9529875940000001,18.86476336,5.98370116,11.75664618,65.89080348,1.7289678380000002,173.09,6.6936792789999995,48.72037818,19.36254453,0.37072708200000004,30.7,18.47435429,37.32669862,-1.465528905,21.89456599,5.025911573999999,41.78714752
3581,SLE,2016,Sierra Leone,30.0,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,-4.147946997,17.27547516,3.7302712560000004,1.775622471,3.7543795010000003,17.86189771,3.459803823,3.894916512,201.22,10.88328586,52.42078035,24.91409326,0.314048141,30.7,22.95018895,31.11061775,-13.790467600000001,34.44822581,11.52594871,47.83357239
3583,SLE,2017,Sierra Leone,30.0,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,13.23051987,15.46133599,1.09159385,14.64254141,5.299388378,6.990975136,3.442944973,2.929998368,180.55848,18.2198092,57.36235741,26.05134736,0.304017231,30.7,22.43550392,32.00716184,4.274767709,32.91881573,28.41341578,67.59864044
3585,SLE,2018,Sierra Leone,30.0,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,3.436747211,14.16237736,6.6297132439999995,13.42602679,5.331867768,14.45112404,3.29405721,2.787118398,174.16201999999998,16.03278985,57.27583215,17.46729933,0.313643662,30.7,22.30608639,29.33926519,-7.289945854,50.59896537,18.04655984,54.94981232
3587,SLE,2019,Sierra Leone,33.0,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,3.8360090689999997,14.0862312,5.6710894110000005,3.877019075,4.489776307,14.309255199999999,3.5245237819999997,2.565263958,174.29896000000002,14.80305857,58.22654582,23.86824498,0.281887463,30.7,18.6093712,31.62202282,-2.953855496,31.92863849,17.65839763,54.69448685
3589,LKA,2005,Sri Lanka,,Lower middle income,South and Central Asia (SCA),South Asia,6.022284217999999,4.055228494,15.6221548,10.41872675,1.1161285429999999,19.05680244,0.157339707,6.236893059,102.32,11.639686099999999,114.389202,32.33687299,0.252000591,56.7,10.31564284,24.20296712,24.16260618,10.80156974,11.275310300000001,46.51676941
3592,LKA,2006,Sri Lanka,,Lower middle income,South and Central Asia (SCA),South Asia,7.524000237999999,9.164958316,20.3049103,11.27702945,1.6962628690000001,17.83062851,0.103607467,10.37775379,104.42,10.02018361,107.83873740000001,30.12852709,0.263238682,59.8,10.50887458,23.89260755,22.68688149,9.204258468999999,11.87726957,46.5585289
3595,LKA,2007,Sri Lanka,32.0,Lower middle income,South and Central Asia (SCA),South Asia,7.104417162000001,1.358388561,17.14097013,14.02844282,1.8639733219999999,16.56013421,0.17001415,7.977736556,103.33,15.84211149,107.7123577,29.11499969,0.274587019,61.7,9.739559417999999,24.84526752,23.62660379,7.802666733,12.23245421,50.39842606
3598,LKA,2008,Sri Lanka,32.0,Lower middle income,South and Central Asia (SCA),South Asia,4.702885168,15.45673163,5.5326266639999995,16.32701602,1.847530254,8.457511306,0.151545622,10.01802243,115.11,22.56449553,95.74288881,24.841487100000002,0.319945745,61.7,8.893530827000001,16.0320332,18.03312755,6.270293775,14.50873721,55.92299271
3601,LKA,2009,Sri Lanka,31.0,Lower middle income,South and Central Asia (SCA),South Asia,4.67237681,3.805047591,-3.8350142610000004,5.8798826360000005,0.960390595,18.61006196,0.047544089000000005,5.461274446,113.5,3.464963221,111.98001979999998,21.32836624,0.316859076,61.7,16.03893431,27.44849779,23.92987667,5.596060846,15.74656668,58.19237137
3604,LKA,2010,Sri Lanka,32.0,Lower middle income,South and Central Asia (SCA),South Asia,8.05808829,0.032678618,21.69692815,7.298947763999999,0.8418734109999999,15.79355064,0.07492188400000001,3.76571842,124.68,6.217648893,109.89625020000001,19.55232026,0.34165935399999997,96.6,13.58691421,33.1824783,28.45794235,6.4420762510000005,16.80667751,58.40319443
3607,LKA,2011,Sri Lanka,33.0,Lower middle income,South and Central Asia (SCA),South Asia,8.527505266,23.53761224,42.60020202,3.831394082,1.46405222,49.98321853,0.09189381199999999,3.588499858,118.99,6.716768436000001,99.79717962,20.89683873,0.355345869,112.9,7.1524191329999995,26.12559537,26.28579521,6.244415217,17.07218379,56.94634247
3610,LKA,2012,Sri Lanka,40.0,Lower middle income,South and Central Asia (SCA),South Asia,8.298298333,7.401974366,16.91426271,10.82843223,1.375209636,17.62773614,0.093411559,3.2923255360000003,124.86,7.542913732000001,98.45755033,19.81648178,0.324814671,55.3,6.8107890079999995,19.88603063,33.30177889,7.479611022,17.15505612,57.39594269
3613,LKA,2013,Sri Lanka,37.0,Lower middle income,South and Central Asia (SCA),South Asia,2.763170147,11.62921138,7.461007048,6.236913361,1.254815449,16.22853388,0.08756088599999999,2.9956851,139.8,6.908450348,103.0551429,20.3203983,0.332682276,57.0,7.966327337999999,19.07689735,29.86377452,6.965369341000001,16.52490509,53.93696976
3616,LKA,2014,Sri Lanka,38.0,Lower middle income,South and Central Asia (SCA),South Asia,5.002959648,7.090755155,8.943130047,2.912103826,1.126094958,14.50669809,0.08420655099999999,2.660123053,125.25,3.179002282,107.3425713,21.08876229,0.339282435,55.4,10.43596621,19.42782398,29.80464278,8.083916546000001,18.38982484,54.0634613
3619,LKA,2015,Sri Lanka,37.0,Lower middle income,South and Central Asia (SCA),South Asia,4.704414646,5.028060303,17.07529199,0.649042285,0.8432025259999999,17.03489287,0.065737769,2.3292492869999997,130.6,3.7683678310000004,110.0882088,21.01310319,0.33257927600000003,55.2,5.729851477,16.62397177,28.82351401,9.151775647000001,14.83599944,54.67240906
3622,LKA,2016,Sri Lanka,36.0,Lower middle income,South and Central Asia (SCA),South Asia,4.257280166,3.817496635,15.43564886,4.84313582,1.088638432,16.18613223,0.28738489300000003,2.521267006,131.27,3.9588884660000003,114.52644479999998,21.17398379,0.31791745,55.2,6.958473571,12.88033642,25.7306893,8.199975514,17.56289173,56.01026535
3625,LKA,2017,Sri Lanka,38.0,Lower middle income,South and Central Asia (SCA),South Asia,3.5861311660000004,3.3748224189999996,13.04644959,7.26564171,1.5701160630000002,17.40450491,0.08211473700000001,2.3002620030000003,130.02228,7.704137679,115.9619524,21.83146528,0.323983621,55.2,7.177322577000001,15.67969466,28.95989879,8.92243229,19.04894248,55.70845795
3628,LKA,2018,Sri Lanka,38.0,Lower middle income,South and Central Asia (SCA),South Asia,3.238021476,-0.075323931,10.91325893,4.338200941,1.821348908,11.41044894,0.076738352,2.421243634,128.11846,2.1350377369999998,116.256546,22.9179322,0.30988107600000003,55.2,6.1864369770000005,13.15095347,27.30091358,9.509776788,17.83464592,55.45003544
3631,LKA,2019,Sri Lanka,38.0,Lower middle income,South and Central Asia (SCA),South Asia,2.15431675,2.058426008,11.28887347,2.191303306,1.200828008,13.61504872,0.115452061,2.586838265,128.14078,3.528393582,113.5010993,23.12402725,0.282896489,55.2,7.160455937,20.66980471,25.87975105,8.732113432,16.72626626,54.8618461
3634,THA,2005,Thailand,,Upper middle income,East Asia and Pacific (EAP),East Asia & Pacific,4.056853281,-0.535675948,7.06665719,5.091556183,4.339583844,6.096479294,0.29127388600000004,7.346805238,98.03,4.540369196,96.67255772,68.40271690000002,0.28217318399999997,36.4,8.812522633,89.06910314,28.24095077,23.5493283,8.370775054,36.232677100000004
3635,THA,2006,Thailand,,Upper middle income,East Asia and Pacific (EAP),East Asia & Pacific,5.798338053999999,-1.57474791,4.089113155,5.104213273,4.021258511,8.155196702000001,0.46932148700000004,7.12174306,101.87,4.63747436,95.59743854,68.67534203,0.305631709,35.9,10.72481279,107.2236923,30.44514926,23.62703971,8.918274498999999,27.99164057
3636,THA,2007,Thailand,33.0,Upper middle income,East Asia and Pacific (EAP),East Asia & Pacific,5.775605354,0.41254114299999994,4.169164272,2.473337742,3.2835712010000004,6.252973595,0.588347308,6.701211374,111.91,2.2415409530000003,95.91484318,68.87227517,0.33471997800000003,36.4,12.0976471,139.3339445,32.24983526,24.86164723,10.27672754,24.33661371
3637,THA,2008,Thailand,35.0,Upper middle income,East Asia and Pacific (EAP),East Asia & Pacific,1.522275988,0.787352092,7.5483383129999995,5.133780352,2.938248966,9.164783278,0.802963043,5.973157167,110.74,5.468489496,94.05258064,71.41641811,0.35767444200000004,36.1,18.30134943,166.6336084,30.66205566,26.06200092,11.4083226,24.50151443
3638,THA,2009,Thailand,34.0,Upper middle income,East Asia and Pacific (EAP),East Asia & Pacific,-0.584612724,0.886126815,2.13173956,0.19477213100000001,2.275903967,6.764416832,2.12852583,5.537872482999999,114.22,-0.845716092,96.85702232,64.43861249,0.34557160600000003,35.8,22.13461336,171.2597773,29.27406218,26.99121274,11.59546074,26.79975033
3639,THA,2010,Thailand,35.0,Upper middle income,East Asia and Pacific (EAP),East Asia & Pacific,6.745556004,-1.286710133,10.15465802,4.080989227,4.323208599999999,10.942905099999999,2.3838211940000003,5.437902016000001,114.27,3.247588424,97.79548432,66.48617316,0.38470610899999996,35.8,22.99218645,161.74442130000003,29.6275904,29.449085200000003,11.505617800000001,26.09714866
3640,THA,2011,Thailand,34.0,Upper middle income,East Asia and Pacific (EAP),East Asia & Pacific,2.739566224,0.38513754200000005,14.15476153,3.74309812,0.6670869229999999,15.12096802,1.93511285,4.897925645,122.92,3.8087905810000002,93.8052775,70.85490938,0.406248176,35.9,21.08885388,151.49932809999999,31.43395978,31.03407032,12.17374773,23.38223755
3641,THA,2012,Thailand,37.0,Upper middle income,East Asia and Pacific (EAP),East Asia & Pacific,4.921224752,1.114411194,12.36202733,1.9091444419999999,3.244565278,10.37544782,3.587039504,4.898581163999999,131.62,3.014899503,92.89877522,68.95123563,0.39409529299999996,36.1,20.50048348,122.42103429999999,28.931312199999997,31.80659287,12.06225683,23.78911525
3642,THA,2013,Thailand,35.0,Upper middle income,East Asia and Pacific (EAP),East Asia & Pacific,0.76379754,-0.781684418,8.406492225,1.7787458919999999,3.791268581,7.320850315,2.883782335,4.246856596000001,129.66,2.184886185,94.45544188,67.17114107,0.400337182,28.7,19.05034875,110.25490649999999,27.22076986,33.12439317,11.90931942,23.7359494
3643,THA,2014,Thailand,38.0,Upper middle income,East Asia and Pacific (EAP),East Asia & Pacific,2.3379687319999998,1.024191691,4.226160902,1.441486315,1.2214522159999999,4.6478495660000005,1.4095753469999999,3.870614349,126.31,1.895141819,94.8992873,68.39415067,0.38448336200000005,26.0,19.18870158,107.60370929999999,27.48509057,32.69924926,11.84443977,23.97712618
3644,THA,2015,Thailand,38.0,Upper middle income,East Asia and Pacific (EAP),East Asia & Pacific,2.9965397510000003,0.10799839800000001,5.004044626000001,0.7221585970000001,2.224687137,4.435636487,1.243733197,3.47379278,118.77,-0.900424963,102.07676790000001,67.63677393,0.36910100700000004,26.8,17.25046055,118.69270559999998,28.04184202,32.86329407,11.17973113,24.76755977
3645,THA,2016,Thailand,35.0,Upper middle income,East Asia and Pacific (EAP),East Asia & Pacific,3.934239574,0.36466808100000003,3.831488287,2.658071959,0.67972415,4.221786503,3.231933321,3.231778406,114.55,0.18814970399999997,104.5117645,67.06050569,0.36069061,29.6,18.9408024,124.86047990000002,30.08550208,32.77351571,10.91608021,23.95379394
3646,THA,2017,Thailand,37.0,Upper middle income,East Asia and Pacific (EAP),East Asia & Pacific,4.24620829,0.09910293699999999,4.182264267,1.979357429,1.8034722109999999,5.012770999,4.061107304,2.582003648,122.72396,0.6656318929999999,102.59571820000001,66.68192937,0.37845585600000003,28.7,19.56550129,128.5280563,31.94573369,34.27883358,11.45301312,23.64279777
3647,THA,2018,Thailand,36.0,Upper middle income,East Asia and Pacific (EAP),East Asia & Pacific,3.704670997,-0.47718337200000005,5.207049993,1.4644790580000002,2.607056186,4.6675476389999995,4.195050959,3.0778639560000003,123.21104,1.063897542,100.4587241,64.86888451,0.39406686799999996,29.5,17.98977837,121.5078064,31.69123688,35.52618849,11.49587607,24.93179809
3648,THA,2019,Thailand,36.0,Upper middle income,East Asia and Pacific (EAP),East Asia & Pacific,3.659336543,0.277432062,2.166167117,0.74779637,1.16174166,3.635842765,2.578307451,2.802847108,122.17023999999999,0.7067286009999999,103.7406098,59.74074216,0.406078284,29.5,20.19163286,124.9361457,31.46854026,31.50263267,12.96667542,25.42249308
3649,TKM,2005,Turkmenistan,,Upper middle income,South and Central Asia (SCA),Europe & Central Asia,7.74252403,-0.181944734,9.96534609,7.026790843,5.160477017,17.45691708,0.26144749300000003,4.332598895,101.74,5.852411677,150.0598676,30.68697161,0.29238123,41.9594,22.16941506,64.72364028,33.42082037,72.70222308,4.418496697,78.74972534
3650,TKM,2006,Turkmenistan,,Upper middle income,South and Central Asia (SCA),Europe & Central Asia,15.47979997,-13.57336547,15.25164144,12.24995929,7.112223021,19.69518107,1.735057953,4.220274197,100.75,10.36826914,189.9682396,35.116184999999994,0.32429605699999997,38.1048,23.14821234,85.80563479999999,39.70026409,79.63311276,6.2491306579999994,81.51774597
3651,TKM,2007,Turkmenistan,20.0,Upper middle income,South and Central Asia (SCA),Europe & Central Asia,15.86784051,-12.43088122,14.47437686,9.269344654,6.75922963,18.83758802,1.624618425,7.794981148,104.9,7.719848099,178.9326816,36.77777778,0.35042759,38.3106,26.58407995,87.2183823,40.69846954,84.34182905,5.130239272,73.59654236
3652,TKM,2008,Turkmenistan,18.0,Upper middle income,South and Central Asia (SCA),Europe & Central Asia,15.22735264,-27.37269554,21.25885211,59.74038555,6.626357388,52.82143136,2.180325738,9.680413052999999,101.34,19.41884299,251.46517830000002,57.37416616,0.456045169,41.4254,27.24330723,129.1612816,44.7119239,66.78329568,5.833929334,83.71192169
3653,TKM,2009,Turkmenistan,18.0,Upper middle income,South and Central Asia (SCA),Europe & Central Asia,15.0155171,-24.74591922,18.97142804,9.761016135,22.52356321,19.22711605,2.2227691259999998,9.031094178,100.51,9.641216588999999,177.46949630000003,47.08302234,0.44744401100000003,40.7128,24.014488,138.1637462,43.33060832,48.50529247,19.67780232,75.44722748
