proj_res,res_senti_score,res_sub_score
draft case manag instruct improv perform district court gener jurisdict creat standard code conduct write russia court personnel judg court personnel train posit specif curricula provid need special instruct court personnel creat leadership opportun women judg foster judici independ support facilit public special public judici ethic judiciari train distanc learn capac enhanc electron inform kiosk audio record equip court hear improv transpar public access inform instal,0.119047619,0.223809524
rlpp improv capac judg curricula develop train justic peac educ court staff develop core curriculum rlpp improv russian citizen legal right awar enhanc abil exercis right partnership local organ project introduc pilot deliv monitor public free legal servic petersburg ulyanovsk includ hotlin extens referr network free legal network flan compris ngo chamber govern offic rlpp launch sustain continu legal educ center petersburg leningrad region ulyanovsk region deliv cours seminar newli admit experi advoc project achiev result area ethic jurist advoc improv legal skill knowledg base attorney level russian legal train seminarsfor defens attorney young lawyer student topic rang juri trail skill human right school,0.108270677,0.319674185
result project commerci court connect network workstat printer instal judg court staff give access mail electron legal databas base statist gather softwar know case data collect instrument cdci oper serbian commerci court case enter cdci amount case reduct overal pend case inventori year measur januari decemb note combin disposit ratio period commerci court resolv case file show reduct backlog combin overal averag pend case durat reduct calendar year inform court includ court statist court schedul data bankruptci case avail public portal addit cdci comprehens case manag track case event implement pilot court train session hold particip topic relat rule law court procedur inform technolog final media relat train organ court presid public inform offic contribut press event court offici,-0.12,0.466666667
corrupt assess seneg identifi major problem govern fuel corrupt level includ inadequ check execut decis make lack transpar govern oper lack servic orient deliveri public servic ineffect public opposit corrupt report examin potenti use approach develop programmat option specif senegales case provid guidanc resourc focu maxim impact reform forc,-0.239583333,0.605555556
year sldp establish inter municip cooper area compris total municip mobil sustain mechan project identifi initi improv local govern financi asset manag involv public directli municip affair support youth employ foster busi friendli environ project establish strong relationship local partner identifi champion area support continu promot concept,0.086666667,0.31
jrga assist anti corrupt agenc develop monitor polit parti elect financ provid technic assist develop implement incom asset declar help develop user friendli handbook guid offici explain exist requir deadlin conflict incom asset disclosur assist strengthen citizen complaint procedur jrga facilit coordin independ agenc justic sector institut result agreement procedur evidentiari standard jrga support ombudsperson offic develop implement public outreach strategi build capac suprem audit institut develop perform audit produc effect report project small grant program support civil societi organ watch polit financ abus develop way citizen involv overse govern action relat potenti corrupt monitor implement anti corrupt agenc recommend,-0.127777778,0.518518519
nation assembl receiv support oper transpar includ develop nation assembl websit improv open public access inform assembl member staff assist establish budget long term plan system parliament respons serbia citizen establish support project budget offic nation assembl improv budget process effici transpar similarli establish high court council budget offic court oper transpar respons need court user case backlog court process time select partner court reduc case backlog best practic guid produc court,0.222,0.361333333
program support forum public offici civil societi organ cso educ work anti corrupt agenc introduc corrupt risk analysi tool integr plan train hold familiar local self govern offici public procur rule regul increas effici area grant issu local self govern cso improv govern public account recommend improv public hear mechan draft present member parliament ngo studi tour organ slovenian parliament state court audit parliamentari financ committe subsequ result develop guidebook process audit report serbia improv parliamentari oversight,-0.0625,0.276666667
region level district level nation consult workshop implement stakehold countri engag reform includ repres multipl ministri region offic district councilor cbo cso offic nation secur member gener public public consult public local media follow live discuss session local radio station nation level media format follow includ live televis panel discuss final project help establish broad base consensu polici reform govern sponsor institut abl establish clear ownership process product,-0.033161157,0.354166667
page support build capac group includ exist farmer field school produc organ market associ women group youth group commun base organ villag save loan associ inland valley swamp group page provid train busi financi manag govern group technic skill tailor specif valu chain environ sector page work govern sierra leon formal polici support commun forest manag develop infrastructur commun level culmin effort landmark sign forest manag agreement kambui north wara wara forest preserv govern commun share respons sustain preserv critic area proceed market forest product,-0.8,1
share pilot activ armenia result small medium enterpris loan product provid commerci bank loan disburs armenian sme afghanistan share fiscal sustain studi develop revenu estim model train stakehold manipul share recommend step public financi manag roadmap support govern transit plan share facilit demand survey workshop design increas financi inclus expand mobil money malawi result format consult group reserv bank malawi advanc mobil money action plan draft share support world bank usaid incorpor input organ particip workshop share facilit feasibl assess action plan support mobil money order increas financi inclus indonesia afghanistan share produc agricultur lend toolkit support strengthen agricultur lend unit financi institut toolkit includ comprehens inventori readi templat tool case studi financi institut identifi prepar review rate agricultur credit transact toolkit pilot commerci bank refin implement microfin institut ghana pilot toolkit revis accompani train manual seri train present develop facilit implement toolkit countri financi institut worldwid month pilot trust merchant bank disburs agricultur loan approxim banqu international pour afriqu congo disburs agricultur loan,-0.008333333,0.111111111
start activ asia call radio network add station total network found grow zero station countri print media outlet total start publish asia call stori,0,0.75
creat open media space transpar exchang idea commun local offici program enhanc capac region offic auditor gener depart provis technolog equip facilit increas commun interact govern author issu relat tsunami relief complaint polici report graft corrupt issu,-0.2,0.425
conduct comprehens anti corrupt need assess assess educ train resourc need design educ train curriculum meet profession develop requir project develop resourc acquisit strategi assist govern entiti meet need design facilit participatori strateg plan process involv actor stakehold form broad base consult council help build consensu creat ensur coordin cooper develop small grant program,-0.371875,0.678125
trust understand build differ commun inclus respect divers promot space differ commun voic concern advoc chang provid skill local author elect offici administr staff improv fulfil core function public particip decis make increas transpar local govern function enabl environ enhanc,0.2,0.241666667
activ includ confer rais awar engag citizen local govern bring repres partner univers univers play import role promot democraci studi citizen percept democraci prioriti local govern assess capac local government organ civil societi actor push effect account govern servic,0,0
seminar train organ govern organiz capabl manag skill women account financ certif intern practic electron document manag intern best practic larg scale sport event manag confer diplomat protocol negoti skill educ studi tour high level govern offici,0.58,0.42
build capac effect provid inform central govern result streamlin transfer local level respond close commun need decemb govern adopt tool develop project current roll tool process uganda project achiev transpar need base poverti sensit alloc sector fund local govern fiscal transfer central local govern streamlin increas transpar effici central local govern level percent local govern expend fund releas central govern transfer fiscal year increas dramat percent percent local govern serv project achiev board complianc local govern public procur reform notabl result support project measur increas percentag central govern revenu transfer local govern,-0.05,0.169791667
octob fair project provid assist court cover region ukrain govern justic sector institut engag civil societi organ fair project promot chang ukrainian legisl enhanc judici independ train judg judici personnel trainer qualifi train trainer program justic sector personnel engag long term strateg plan judiciari judg train judici self govern mechan fair support nation test judici candid,0.53,0.78
useti legaci allianc useti legaci succeed consolid improv extend qualiti standard extern test univers admiss decis elimin corrupt unjustifi preferenti treatment associ earlier admiss process extern test gain substanti growth support higher educ administr educ student gener public useti legaci build capac uceqa suffici manag annual test administr high degre reliabl transpar improv access higher educ,0.022857143,0.443809524
project promot adopt law regul procedur includ revis judiciari statu judg provid legal basi object judici select facilit develop ukrain court staff code conduct applic ukrain court staff provid assist enhanc practic continu educ judg justic sector personnel judici topic project support civil societi organ monitor court collect court user feedback citizen report card survey conduct public awar activ evalu court perform strengthen point interact court commun improv public awar judici polici procedur,0.066666667,0.111111111
project result chang reform ukrainian anti corrupt institut law procedur project monitor result implement overal threshold countri program govern ukrain seri nation household sector survey focu group dissemin result citizen action project train cso advocaci skill provid grant promot public awar advocaci campaign total advocaci campaign corrupt conduct support project success produc real reform chang law regul procedur reform institut improv deliveri qualiti public servic investig report corrupt issu result offici investig enforc intern govern agenc report produc offici investig effect investig media report corrupt demonstr fact report result case bring court result court sanction result administr sanction,-0.14,0.528333333
useti build capac uceqa nation test agenc region test center develop implement conduct standard test establish effect secur test process develop legal norm base necessari effect function extern test univers admiss initi increas public support extern standard test mean combat corrupt associ admiss univers ensur equit access test prepar begin elabor lay groundwork establish transpar equit univers admiss procedur,-0.1890625,0.381770833
urol project train administr court judg personnel administr echr case special topic relat social benefit project publish dissemin comprehens bodi resourc materi administr court includ copi administr resourc manual materi creat refer librari suprem court ukrain high administr court establish administr court region court appeal support project report reduct time requir regist case minut time need prepar statist report decreas week hour autom random case assign modul save chief judg deputi previous assign case manual hour overal court manag complet judici function case process court half rise compar period month total number case handl kharkiv appel administr court increas compar period year addit averag number case process judg month increas time take regist case decreas half minut,-0.056190476,0.366011905
project educ public privat sector benefit join promot ratif access packag ukrain parliament provid train implement government agenc busi associ nation region local level project help creat databas regulatori act permit inform window final project help govern implement oblig millennium challeng account threshold countri plan streamlin enforc regul,0,0.355555556
incept mfsi project assist simplifi perform program budget procedur local budget formul reflect seven ministri financ order result financ report streamlin previous report indic elimin report initi help improv access credit resourc greater autonomi local govern work cabinet minist resolut simplifi local borrow procedur extend implement municip budget ukrain oblast final local budget offic train develop budget program,0.047619048,0.238095238
support project vietnam move hybrid legal contemporari rule base intern best practic star support major revis draft law workshop introduc law procedur public refer pertain legal regim project work law appli transpar standard rule make enhanc judici transpar public select court decis establish portal suprem peopl court access public project reduc barrier trade target support issu sanitari phytosanitari standard technic barrier trade move vietnames regulatori closer intern standard facilit trade star plu contribut rapid growth export foreign direct invest diversif export product support develop law rule govern financi sector includ bank law secur law secur regul earli warn state bank,0.049038462,0.225
year pjep facilit seri high level meet palestinian justic sector leader conduct coordin meet high judici council ministri justic palestinian judici institut donor univers civil societi organ increas justic sector transpar account pjep refurnish court appeal help revit joint legal committe forum discuss practic legal issu concern israel palestinian author later stage pjep contribut renov ramallah concili court make public access court manag effici enabl legal educ school sponsor develop teacher rule manual train teacher manual classroom pjep develop rule manual civil train cours case studi exercis court preced review edit judici ethic cours,0.131428571,0.24952381
progress support capac develop increas public awar import particip public sector decis make develop partnership civil societi organ stakehold june provid capac develop support civil societi organ includ train session varieti topic advocaci coalit build network govern project manag fund rais monitor evalu program grante complet advocaci campaign promot particip topic import local commun creat partnership civil societi organ stakehold includ local commun univers,0,0.033333333
strateg develop invest plan complet municip commun infrastructur project complet commun provid access rehabilit infrastructur fellow engin complet fellowship,0,0
year project assist develop procedur critic abil reduc evas enforc complianc taxpay initi progress build begin integr data base inform replac weak fragment data base current exist complet preparatori work provid technic assist train offici taxpay,-0.49375,0.75625
project work enhanc capac servic provid regul health sector strengthen institut capac partner ngo academ institut addit project assist health servic provid provid palestinian rehabilit servic unavail assist develop nation strateg health plan improv dozen law polici regul guidelin enhanc access health servic help project establish procur committe ensur transpar need base procur process initi financi manag capac strengthen program project work close develop digit nation level inform manag creat electron record patient allow doctor track procedur treatment plan manag pharmaceut order enabl hospit administr control medic suppli inventori human resourc administr facil financ addit build program train member manag integr exist commun health program septemb manag health care deliveri facil plan expand govern hospit clinic digit west bank health care improv hospit perform account decreas wait time patient improv abil provid hospit necessari resourc support primari healthcar project work health director commun base organ cbo enabl ensur clinic respond citizen need,-0.533333333,0.7
project assist implement strateg develop framework process partner local council develop standard procur manual procedur conduct train partner lgu manual wide offici adopt procedur inconsist exist law support effort introduc stop shop varieti administr servic complement softwar link administr procedur servic osss implement lgu west bank object provid citizen effici transpar servic youth train leadership local govern youth council work help build capac overal program increas capac palestinian local govern unit better serv citizenri adopt democrat participatori approach local nation level,0.057142857,0.128571429
program work justic sector counterpart produc nation justic sector strateg plan subsequ nation justic sector strategi assist judiciari form court depart essenti effect court oper build skill hundr court staff judg train court staff financi administr system case manag custom servic help judici train program support establish palestinian judici institut program help develop document manag ministri justic autom workflow depart order reduc elimin unnecessari practic store retriev circul inform addit program support civil societi organ increas knowledg thousand citizen justic assist ministri educ develop program enhanc civic educ learn,0,0
project train staff member parliament civil societi topic includ legisl oversight legisl advocaci regulatori impact assess train member ministri offic presid conduct project assist implement project support nation legisl agenda plan commiss strengthen abil research analyz draft implement effect legisl support civil societi effort particip legisl process hold government institut account perform project award grant cso provid opportun cso govern promot mutual partnership allow cso engag effect public polici process,0,0.066666667
project integr practic skill cours school benefit student similarli palestinian exam pilot west bank peopl take exam palestinian associ implement continu legal educ program palestinian lawyer enhanc skill legal profession gaza azhar school continu legal educ program reach legal profession cadr commun legal educ advoc student practic lawyer civil servic organ repres serv watchdog judiciari educ palestinian commun rule independ judiciari execut legisl branch govern approxim schoolchildren studi rule concept independ judiciari educ program mock trial theater show palestinian engag dialogu debat civic leader import rule independ judiciari widespread town hall style meet west bank gaza,0.2,0.2
pace improv basic govern servic integr approach includ facil renov busi process engin inform technolog upgrad train custom servic intervent produc measur improv transpar effici public satisfact institut level pace empow civil servant knowledg skill sustain ongo govern reform center excel framework team member ministri identifi implement approxim govern reform initi pace improv capac regul price sector strengthen commun train function govern institut method seek citizen feedback govern perform remov barrier women access servic strengthen servic human resourc procedur civil sector overal project result increas weight index custom satisfact target servic center oper ministri financ ministri interior ministri transport ministri inform technolog palestinian postal servic increas revenu introduc wide rang servic citizen satisfact civil affair servic increas target offic time requir receiv servic drop similarli index custom satisfact driver licens bureau target locat increas user properti servic indic improv servic streamlin procedur procur warehous result reduc cost opportun corrupt final pace support cso result improv relationship cso engag thousand palestinian effort improv govern perform servic,-0.1,0.361458333
date assist craft yemen newli adopt open govern assist civil societi organ advoc behalf legisl help creat mass media outreach campaign protest movement help primari secondari school student nation exam nearli govern employe civil societi repres train corrupt civil societi engag financi manag nation polici formul account nation women confer bring activist civic leader high rank offici advanc cohes women platform yemen transit coalit govern organ train coursework offer ngo final civil societi develop advocaci campaign support govern offici pass access inform consid best middl east,-0.023333333,0.706666667
project contribut improv capac concern staff monitor implement project achiev ministri financ ministri plan intern cooper central bank yemen pilot project implement unit manag organiz skill workshop conduct subsequ phase project result enhanc capac staff project aim help govern develop nation consensu medium term disburs framework extern fund improv foreign effect enhanc absorpt capac develop effect effici electron fund withdraw pilot project implement unit piu achiev inform commun technolog disburs process develop govern applic accord recommend forward initi assess project help develop institut framework translat ministeri decre electron disburs process ministri financ project help formul capac develop plan manag infrastructur oper govern applic ministri,-0.0625,0.1875
renov refurbish health facil provid visibl immedi improv result higher rat util expans mobil team remot serv area help reach peopl reproduct child health servic provid need support poorli staff small clinic pilot program sana best practic later scale hospit target governor introduc global recogn cost high impact servic mother newborn help prevent death improv health outcom final religi leader women ngo provid health educ commun level advanc credibl effort help reduc cultur sensit increas accept reproduct health messag peopl particip commun educ session,0.165714286,0.391428571
program promot greater transpar reduc opportun corrupt ministri land zambia revenu author immigr depart addit program improv anti corrupt commiss relationship govern institut busi civil societi increas capac design introduc monitor corrupt prevent practic program work close patent compani registr offic pacro plant quarantin phytosanitari servic pqp zambia bureau standard zab zambia develop agenc zambia revenu author reduc barrier busi investor activ increas effici border oper signific program result includ establish stop shop autom procedur busi registr payment reduc process time custom oper project abl reduc number day requir regist commerci properti number day requir start busi similarli project reduc number day requir import export project overal success result reduct corrupt,-0.171428571,0.642857143
program simplifi clarifi transpar procedur obtain nation registr card increas effici reduct level custom percept corrupt depart nation registr passport citizenship dnrpc custom perceiv dnrpc effect fight corrupt percentag custom report have pay bribe servic dnrpc drop,-0.5,1
